body,timestamp,sender,read
<#> 6520 is your Zomato verification code. Enjoy :-) AlOe4TVDpqm,2019-05-22 04:31:48,TM-ZOMATO,true
[#] Please use this OTP: 963784 ASkSzFWMk3x,2019-05-22 04:33:20,TM-SWIGGY,true
"Dear Customer, As per your Request, New RTN 9182108704 for your Customer ID 201553331, has been registered with us. Videocon d2h",2019-05-22 17:32:26,AD-MYDTUH,true
"Dear Customer, Sorry. You have not recharged your account after availing the service last time. Please recharge your account immediately.",2019-05-22 17:34:51,AD-MYDTUH,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 22-May-19 23:29. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-22 17:59:40,JZ-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 22-May-19 23:29 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-05-22 18:00:14,JZ-JioPay,true
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 23-May-19 00:06 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2019-05-22 18:36:50,JZ-JioPay,true
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 23-May-19 00:06. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2019-05-22 18:37:21,JZ-JioPay,true
"Priyanka, you have 2 friend requests and 61 new notifications on Facebook: https://fb.com/l/1I6WTQU4LcfKtS7 ",2019-05-23 05:14:25,57575751,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 23-May-19 18:09. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-23 12:40:14,JA-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 23-May-19 18:09 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-05-23 12:40:52,JZ-JioPay,true
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 24-May-19 00:32. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2019-05-23 19:02:50,JZ-JioPay,true
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 24-May-19 00:32 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2019-05-23 19:03:20,JZ-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 24-May-19 11:12 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-05-24 05:42:57,JA-JioPay,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 24-May-19 11:12. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-24 05:43:26,JZ-JioPay,true
Kanna Mudhiraj is a new Facebook friend suggestion: https://fb.com/l/1HOJBSdG1qT53ay ,2019-05-24 07:08:06,57575751,true
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 24-May-19 13:33 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2019-05-24 08:04:18,JZ-JioPay,true
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 24-May-19 13:33. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2019-05-24 08:04:20,JZ-JioPay,true
"You have exhausted 100% of your high speed internet quota from Data account of MRP 149 on your Jio Number 9182108704 as of 24-May-19 21:40. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-24 16:10:09,JA-JioPay,true
"మీ మొబైల్ నంబర్ 9182108704 పై 24-May-19 21:40 నాటికి మీ దగ్గర ఉన్న MRP 149 ప్లాన్ లో Data అకౌంట్ లో ఉన్న హై స్పీడ్ కోటాను మీరు పూర్తిగా ఉపయోగించారు. మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్  ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి.",2019-05-24 16:10:15,JA-JioPay,true
" మీకు తెలుసా? ఒక్క క్లిక్ తోనే మీ డేటా బ్యాలన్స్, ప్లాన్ వివరాలు, కొత్త రీచార్జ్ ఆఫర్స్ , మరియు ఇంకా ఎన్నో తెలుసుకోవచ్చునని. మరి దేనికి ఆలస్యం? MyJio కేవలం ఒక్క క్లిక్ దూరం లో ఉంది. ఇప్పుడే ఈ లింక్ http://tiny.jio.com/numyjio చేయండి.",2019-05-25 07:25:09,JB-JIOINF,true
"Priyanka, share an update with friends: https://fb.com/l/2kNS2PC4Zdenfj6 ",2019-05-25 07:31:40,57575751,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 25-May-19 16:33. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-25 11:03:34,JA-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 25-May-19 16:33 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-05-25 11:04:07,JA-JioPay,true
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 25-May-19 16:36 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2019-05-25 11:06:29,JZ-JioPay,true
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 25-May-19 16:36. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2019-05-25 11:06:31,JZ-JioPay,true
"You have exhausted 100% of your high speed internet quota from Data account of MRP 149 on your Jio Number 9182108704 as of 25-May-19 16:36. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-25 11:06:40,JA-JioPay,true
"మీ మొబైల్ నంబర్ 9182108704 పై 25-May-19 16:36 నాటికి మీ దగ్గర ఉన్న MRP 149 ప్లాన్ లో Data అకౌంట్ లో ఉన్న హై స్పీడ్ కోటాను మీరు పూర్తిగా ఉపయోగించారు. మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్  ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి.",2019-05-25 11:06:42,JA-JioPay,true
"Enjoy Cricket World Cup on a Big Screen! Buy a Samsung TV & get Amazon Echo Plus,Echo Dot & avail up to 15% Cashback,Easy EMI. TnC http://1kx.in/eAlwyA",2019-05-25 11:57:03,BZ-SAMSNG,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 26-May-19 15:12. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-26 09:42:44,JZ-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 26-May-19 15:12 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-05-26 09:43:14,JA-JioPay,true
"Dear Customer, As per your request, your JioTune song has been changed for your Jio Number 9182108704. Charges: Rs. 0.0 To Deactivate, please call 155223 or SMS STOP to 56789. Thankyou, Team Jio.",2019-05-26 10:44:16,JA-JioApp,true
Need more data? Recharge your Jio number 9182108704 with 4G data voucher of Rs 51  and enjoy 3GB high speed data. Validity of this plan is as per your existing plan. Click www.jio.com/r/gjbhFvOUD to recharge. T&C apply,2019-05-26 10:50:12,JD-620016,true
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 26-May-19 21:37 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2019-05-26 16:07:19,JA-JioPay,true
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 26-May-19 21:37. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2019-05-26 16:07:24,JA-JioPay,true
"మీ మొబైల్ నంబర్ 9182108704 పై 26-May-19 21:51 నాటికి మీ దగ్గర ఉన్న MRP 149 ప్లాన్ లో Data అకౌంట్ లో ఉన్న హై స్పీడ్ కోటాను మీరు పూర్తిగా ఉపయోగించారు. మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్  ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి.",2019-05-26 16:21:21,JA-JioPay,true
"You have exhausted 100% of your high speed internet quota from Data account of MRP 149 on your Jio Number 9182108704 as of 26-May-19 21:51. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-26 16:24:00,JZ-JioPay,true
Welcome to IDFC FIRST Bank! Your EMI of Rs. 2249.0000 will be debited on 2 of every month from 02-07-2019 to 02-12-2019 against loan a/c No.22483132 for an amount of Rs12646.0000.The Rate of interest charged is CIRR We thank you for choosing us as your finance partner for purchase of SMART PHONE. In case of dispute SMS NO to 8390306070.- IDFC FIRST Bank,2019-05-27 06:16:52,VK-IDFCFB,true
"Priyanka, you have 2 friend requests and 67 new notifications on Facebook: https://fb.com/l/2khnWJcjrGSBHDo ",2019-05-27 07:31:46,57575751,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 27-May-19 18:47 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-05-27 13:17:54,JZ-JioPay,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 27-May-19 18:47. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-27 13:18:55,JZ-JioPay,true
"Dear Customer! 

Get benefits of a limitless bank with Kotak 811 for DBT. 

Earn up to 6%* Interest/PA. Get a virtual debit card & more. https://bit.ly/2w38ixt",2019-05-27 15:03:14,BT-KotkBK,true
"Dear Customer, you can now visit any authorized IDFC FIRST Bank dealer store near you to get your Statement of Account, Repayment Schedule, Foreclosure statement or NOC. You can also get all your information by simply downloading our app. https://goo.gl/yNQMgl  - IDFC FIRST Bank",2019-05-28 06:07:39,VK-IDFCFB,true
"Dear Customer, EMI of Rs 1317 will be debited on 02/06/2019 for your loan #20831202. Pls ensure balance in your bank account # ending with 3082 atleast one day before. Bounce charges of 400 + GST charges apply. Pls note that it would take 3 working days to update payment in our system post debit from your account. IDFC FIRST Bank Ltd.Now get upto 7% interest with IDFC FIRST Bank saving a/c, SMS 1 to 5676732 to open an account now.",2019-05-28 06:07:43,VK-IDFCFB,true
"Dear Customer, Sorry. You have not recharged your account after availing the service last time. Please recharge your account immediately.",2019-05-28 16:40:16,VM-MYDTUH,true
"Hi Siva,

Users are loving the All New JD App. What's New? Live TV, News, Chat, Maps & more! Try Now:
https://www.justdial.com/app7dl

FUSE OFF CALL OFFICE
Amberpet,
+914023433361
+919490619776
Address: https://www.justdial.com/map-28STIA7K",2019-05-28 17:44:10,TM-JustDl,true
"Priyanka, you have 67 new notifications and 5 friend requests on Facebook: https://fb.com/l/2i3NkdOongPNujK ",2019-05-29 07:07:14,57575751,true
"<#> Your WhatsApp code: 867-216

You can also tap on this link to verify your phone: v.whatsapp.com/867216

Don't share this code with others
4sgLq1p5sV6",2019-05-29 13:56:07,57575858,true
"Priyanka, you have 67 new notifications and 5 friend requests on Facebook: https://fb.com/l/1SbaxK0JQuntfzi ",2019-05-30 07:21:50,57575751,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 30-May-19 17:19. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-30 11:49:35,JZ-JioPay,true
A warm welcome to IDFC FIRST Bank! Your Loan A/c No. is 22483132 & an EMI of Rs.2249 will be debited on 2 of every month from 2019-07-02 to 2019-12-02.,2019-05-30 15:48:30,VK-IDFCFB,true
Thank you for applying with IIFL Gold Loan. Our expert will call you shortly. You can also visit our branch. Click bit.ly/2A2ckXE to locate the nearest branch. IIFL Gold Loan Team.,2019-05-31 04:28:12,AX-IILLTD,true
"Hi Siva,

Users are loving the All New JD App. What's New? Live TV, News, Chat, Maps & more! Try Now:
https://www.justdial.com/app7dl

IIFL GOLD LOAN
Nallakunta,
+919152178894
Address: https://www.justdial.com/map-286QQ2AMMMA",2019-05-31 04:28:14,TM-JustDl,true
"Hi Siva,

Users are loving the All New JD App. What's New? Live TV, News, Chat, Maps & more! Try Now:
https://www.justdial.com/app7dl

IIFL GOLD LOAN
Dilsukhnagar,
+919152110127
Address: https://www.justdial.com/map-28WXWUTX",2019-05-31 04:31:17,TM-JustDl,true
"Hi Siva,

Users are loving the All New JD App. What's New? Live TV, News, Chat, Maps & more! Try Now:
https://www.justdial.com/app7dl

IIFL GOLD LOAN
Nallakunta,
+919152178894
Address: https://www.justdial.com/map-286QQ2AMMMA",2019-05-31 04:31:23,TM-JustDl,true
Thank you for applying with IIFL Gold Loan. Our expert will call you shortly. You can also visit our branch. Click bit.ly/2A2ckXE to locate the nearest branch. IIFL Gold Loan Team.,2019-05-31 04:31:35,AX-IILLTD,true
"Hi Siva,

Users are loving the All New JD App. What's New? Live TV, News, Chat, Maps & more! Try Now:
https://www.justdial.com/app7dl

IIFL GOLD LOAN
Moosarambagh,
+919152189793
Address: https://www.justdial.com/map-28PKACAF",2019-05-31 04:31:39,TM-JustDl,true
Thank you for applying with IIFL Gold Loan. Our expert will call you shortly. You can also visit our branch. Click bit.ly/2A2ckXE to locate the nearest branch. IIFL Gold Loan Team.,2019-05-31 04:31:44,AX-IILLTD,true
Thank you for applying with IIFL Gold Loan. Our expert will call you shortly. You can also visit our branch. Click bit.ly/2A2ckXE to locate the nearest branch. IIFL Gold Loan Team.,2019-05-31 04:31:53,AX-IILLTD,true
"Dear Customer, Your registration id is 3850116. To register with IIFL kindly provide 721250 OTP for completing the registration process.",2019-05-31 05:01:28,VM-IIFLFN,true
Thank you for choosing IIFL Gold Loan. Please provide the OTP 698563 at branch to confirm disbursement of INR 50030 against Loan GL11623229 - IIFL,2019-05-31 05:12:26,AD-IIFLFN,true
"లోన్ నం. GL11623229కి రూ. 50030.00 31/05/2019న విడుదల చేయబడింది. మొదటి చెల్లింపు 29/06/2019న బకాయివుంది. మరిన్ని వివరాలు తెలుసుకునేందుకు,  http://onelink.to/iifl నుంచి ఐఐఎఫ్ఎల్ లోన్స్ యాప్ డౌనులోడ్ చేసుకోండి",2019-05-31 05:13:09,VM-IIFLFN,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 31-May-19 18:44. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-05-31 13:14:11,JA-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 31-May-19 18:44 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-05-31 13:14:15,JA-JioPay,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 01-Jun-19 11:16. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-06-01 05:46:14,JZ-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 01-Jun-19 11:16 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-06-01 05:46:20,JZ-JioPay,true
